break_out_category,break_out,data_value,data_value_type,data_value_unit,datasource,high_confidence_limit,locationabbr,locationdesc,low_confidence_limit,indicator,sample_size,year
Gender,Female,8.7,Percentage,%,HRQOL,9.6,MA,Massachusetts,7.9,Obesity,7722,2006
Gender,Male,7.4,Percentage,%,HRQOL,8.5,MA,Massachusetts,6.4,Obesity,4650,2006
Gender,Female,10.2,Percentage,%,HRQOL,11.3,MI,Michigan,9.1,Obesity,3273,2006
Gender,Male,7.8,Percentage,%,HRQOL,9.1,MI,Michigan,6.6,Obesity,1866,2006
Gender,Female,7.2,Percentage,%,HRQOL,8.2,MN,Minnesota,6.3,Obesity,2520,2006
Gender,Male,6.8,Percentage,%,HRQOL,7.9,MN,Minnesota,5.7,Obesity,1686,2006
Gender,Female,12.1,Percentage,%,HRQOL,13.3,MS,Mississippi,11,Obesity,3841,2006
Gender,Male,9.5,Percentage,%,HRQOL,10.9,MS,Mississippi,8.1,Obesity,1935,2006
Gender,Female,10.1,Percentage,%,HRQOL,11.4,MO,Missouri,8.8,Obesity,3239,2006
Gender,Male,7.8,Percentage,%,HRQOL,9.2,MO,Missouri,6.5,Obesity,2012,2006
Gender,Female,8.5,Percentage,%,HRQOL,9.4,MT,Montana,7.6,Obesity,3457,2006
Gender,Male,8,Percentage,%,HRQOL,9.1,MT,Montana,6.9,Obesity,2431,2006
Gender,Female,9.5,Percentage,%,HRQOL,9.8,US,Nationwide,9.1,Obesity,206325,2006
Gender,Male,7.9,Percentage,%,HRQOL,8.2,US,Nationwide,7.6,Obesity,128281,2006
Gender,Female,7.5,Percentage,%,HRQOL,8.4,NE,Nebraska,6.5,Obesity,4628,2006
Gender,Male,6.1,Percentage,%,HRQOL,6.9,NE,Nebraska,5.2,Obesity,3060,2006
Gender,Female,10.4,Percentage,%,HRQOL,12.2,NV,Nevada,8.7,Obesity,1827,2006
Gender,Male,9.3,Percentage,%,HRQOL,11.4,NV,Nevada,7.2,Obesity,1543,2006
Gender,Female,9.6,Percentage,%,HRQOL,10.6,NH,New Hampshire,8.5,Obesity,3574,2006
Gender,Male,6.9,Percentage,%,HRQOL,7.9,NH,New Hampshire,5.9,Obesity,2331,2006
Gender,Female,8.9,Percentage,%,HRQOL,9.7,NJ,New Jersey,8.1,Obesity,8027,2006
Gender,Male,7.7,Percentage,%,HRQOL,8.6,NJ,New Jersey,6.8,Obesity,4995,2006
Gender,Female,9.8,Percentage,%,HRQOL,10.9,NM,New Mexico,8.7,Obesity,3795,2006
Gender,Male,9.4,Percentage,%,HRQOL,10.8,NM,New Mexico,8,Obesity,2372,2006
Gender,Female,9.1,Percentage,%,HRQOL,10.2,NY,New York,8,Obesity,3496,2006
Gender,Male,7.1,Percentage,%,HRQOL,8.3,NY,New York,5.9,Obesity,2189,2006
Gender,Female,9.3,Percentage,%,HRQOL,10,NC,North Carolina,8.6,Obesity,9475,2006
Gender,Male,8.3,Percentage,%,HRQOL,9.1,NC,North Carolina,7.4,Obesity,5506,2006
Gender,Female,6.1,Percentage,%,HRQOL,6.9,ND,North Dakota,5.2,Obesity,2726,2006
Gender,Male,6,Percentage,%,HRQOL,7.5,ND,North Dakota,4.5,Obesity,1869,2006
Gender,Female,9.7,Percentage,%,HRQOL,11.7,OH,Ohio,7.8,Obesity,3269,2006
Gender,Male,8.6,Percentage,%,HRQOL,10.4,OH,Ohio,6.8,Obesity,1946,2006
Gender,Female,11.5,Percentage,%,HRQOL,12.5,OK,Oklahoma,10.4,Obesity,4265,2006
Gender,Male,12.1,Percentage,%,HRQOL,13.5,OK,Oklahoma,10.7,Obesity,2493,2006
Gender,Female,8,Percentage,%,HRQOL,9,OR,Oregon,7.1,Obesity,2914,2006
Gender,Male,7.9,Percentage,%,HRQOL,9.2,OR,Oregon,6.7,Obesity,1806,2006
Gender,Female,9,Percentage,%,HRQOL,10,PA,Pennsylvania,8,Obesity,8069,2006
Gender,Male,7.4,Percentage,%,HRQOL,8.4,PA,Pennsylvania,6.3,Obesity,4709,2006
Gender,Female,9.4,Percentage,%,HRQOL,10.7,RI,Rhode Island,8.2,Obesity,2788,2006
Gender,Male,8.2,Percentage,%,HRQOL,9.5,RI,Rhode Island,6.8,Obesity,1610,2006
Gender,Female,9.3,Percentage,%,HRQOL,10.1,SC,South Carolina,8.4,Obesity,5266,2006
Gender,Male,8.3,Percentage,%,HRQOL,9.4,SC,South Carolina,7.2,Obesity,3352,2006
Gender,Female,7.1,Percentage,%,HRQOL,7.9,SD,South Dakota,6.2,Obesity,3903,2006
Gender,Male,6.8,Percentage,%,HRQOL,8.1,SD,South Dakota,5.6,Obesity,2526,2006
Gender,Female,12.3,Percentage,%,HRQOL,13.7,TN,Tennessee,10.9,Obesity,2793,2006
Gender,Male,10.6,Percentage,%,HRQOL,12.2,TN,Tennessee,8.9,Obesity,1489,2006
Gender,Female,9.8,Percentage,%,HRQOL,12,TX,Texas,7.6,Obesity,4241,2006
Gender,Male,7.2,Percentage,%,HRQOL,8.4,TX,Texas,6,Obesity,2381,2006
Gender,Female,9.1,Percentage,%,HRQOL,10.5,UT,Utah,7.7,Obesity,2854,2006
Gender,Male,6.6,Percentage,%,HRQOL,7.8,UT,Utah,5.4,Obesity,2153,2006
Gender,Female,8,Percentage,%,HRQOL,8.8,VT,Vermont,7.1,Obesity,4063,2006
Gender,Male,6.8,Percentage,%,HRQOL,7.7,VT,Vermont,6,Obesity,2733,2006
Gender,Female,8.5,Percentage,%,HRQOL,9.6,VA,Virginia,7.4,Obesity,3196,2006
Gender,Male,8,Percentage,%,HRQOL,10.1,VA,Virginia,6,Obesity,2005,2006
Gender,Female,9.8,Percentage,%,HRQOL,10.4,WA,Washington,9.2,Obesity,14268,2006
Gender,Male,7.9,Percentage,%,HRQOL,8.6,WA,Washington,7.3,Obesity,8717,2006
Gender,Female,14.7,Percentage,%,HRQOL,16.2,WV,West Virginia,13.1,Obesity,2224,2006
Gender,Male,11.9,Percentage,%,HRQOL,13.7,WV,West Virginia,10,Obesity,1449,2006
Gender,Female,7.7,Percentage,%,HRQOL,8.7,WI,Wisconsin,6.7,Obesity,2810,2006
Gender,Male,6.8,Percentage,%,HRQOL,7.9,WI,Wisconsin,5.6,Obesity,1933,2006
Gender,Female,8.5,Percentage,%,HRQOL,9.5,WY,Wyoming,7.4,Obesity,2868,2006
Gender,Male,7.5,Percentage,%,HRQOL,8.8,WY,Wyoming,6.2,Obesity,1967,2006
Gender,Female,11.2,Percentage,%,HRQOL,12.7,AL,Alabama,9.8,Obesity,2002,2005
Gender,Male,10.8,Percentage,%,HRQOL,12.8,AL,Alabama,8.9,Obesity,1023,2005
Gender,Female,9.2,Percentage,%,HRQOL,11.2,AK,Alaska,7.3,Obesity,1398,2005
Gender,Male,8.6,Percentage,%,HRQOL,10.8,AK,Alaska,6.4,Obesity,1219,2005
Gender,Female,8.4,Percentage,%,HRQOL,9.9,AZ,Arizona,6.9,Obesity,2792,2005
Gender,Male,8.5,Percentage,%,HRQOL,10.7,AZ,Arizona,6.2,Obesity,1670,2005
Gender,Female,10.1,Percentage,%,HRQOL,11.2,AR,Arkansas,9,Obesity,3091,2005
Gender,Male,8.4,Percentage,%,HRQOL,9.7,AR,Arkansas,7.1,Obesity,1831,2005
Gender,Female,9.1,Percentage,%,HRQOL,10.3,CA,California,8,Obesity,3652,2005
Gender,Male,7.3,Percentage,%,HRQOL,8.5,CA,California,6.2,Obesity,2351,2005
Gender,Female,7.9,Percentage,%,HRQOL,8.8,CO,Colorado,7,Obesity,3368,2005
Gender,Male,6.6,Percentage,%,HRQOL,7.6,CO,Colorado,5.6,Obesity,2323,2005
Gender,Female,7.9,Percentage,%,HRQOL,8.9,CT,Connecticut,6.9,Obesity,3014,2005
Gender,Male,6.6,Percentage,%,HRQOL,7.8,CT,Connecticut,5.4,Obesity,1908,2005
Gender,Female,8.8,Percentage,%,HRQOL,10.1,DE,Delaware,7.4,Obesity,2461,2005
Gender,Male,6.5,Percentage,%,HRQOL,7.8,DE,Delaware,5.2,Obesity,1566,2005
Gender,Female,8.5,Percentage,%,HRQOL,9.8,DC,District of Columbia,7.1,Obesity,2070,2005
Gender,Male,6.7,Percentage,%,HRQOL,8.1,DC,District of Columbia,5.3,Obesity,1416,2005
Gender,Female,10.5,Percentage,%,HRQOL,11.7,FL,Florida,9.3,Obesity,4809,2005
Gender,Male,9,Percentage,%,HRQOL,10.2,FL,Florida,7.7,Obesity,2903,2005
Gender,Female,9.5,Percentage,%,HRQOL,10.5,GA,Georgia,8.4,Obesity,3790,2005
Gender,Male,7,Percentage,%,HRQOL,8.2,GA,Georgia,5.8,Obesity,1960,2005
Gender,Female,6.9,Percentage,%,HRQOL,7.8,HI,Hawaii,5.9,Obesity,3623,2005
Gender,Male,6.7,Percentage,%,HRQOL,7.9,HI,Hawaii,5.6,Obesity,2467,2005
Gender,Female,9.6,Percentage,%,HRQOL,10.7,ID,Idaho,8.4,Obesity,3356,2005
Gender,Male,7.5,Percentage,%,HRQOL,8.7,ID,Idaho,6.3,Obesity,2088,2005
Gender,Female,8.9,Percentage,%,HRQOL,10,IL,Illinois,7.8,Obesity,3116,2005
Gender,Male,5.6,Percentage,%,HRQOL,6.8,IL,Illinois,4.5,Obesity,1832,2005
Gender,Female,9,Percentage,%,HRQOL,10,IN,Indiana,8,Obesity,3306,2005
Gender,Male,8.1,Percentage,%,HRQOL,9.3,IN,Indiana,6.9,Obesity,2043,2005
Gender,Female,7,Percentage,%,HRQOL,7.8,IA,Iowa,6.1,Obesity,2913,2005
Gender,Male,7.3,Percentage,%,HRQOL,8.6,IA,Iowa,6,Obesity,1916,2005
Gender,Female,8,Percentage,%,HRQOL,8.7,KS,Kansas,7.3,Obesity,5203,2005
Gender,Male,7.3,Percentage,%,HRQOL,8.4,KS,Kansas,6.3,Obesity,3179,2005
Gender,Female,12.9,Percentage,%,HRQOL,14.2,KY,Kentucky,11.7,Obesity,4197,2005
Gender,Male,11,Percentage,%,HRQOL,12.6,KY,Kentucky,9.4,Obesity,1933,2005
Gender,Female,9.6,Percentage,%,HRQOL,11,LA,Louisiana,8.2,Obesity,1819,2005
Gender,Male,11.8,Percentage,%,HRQOL,13.9,LA,Louisiana,9.7,Obesity,972,2005
Gender,Female,9.1,Percentage,%,HRQOL,10.5,ME,Maine,7.7,Obesity,2283,2005
Gender,Male,8.9,Percentage,%,HRQOL,10.3,ME,Maine,7.5,Obesity,1481,2005
Gender,Female,8.3,Percentage,%,HRQOL,9.2,MD,Maryland,7.4,Obesity,4994,2005
Gender,Male,6.3,Percentage,%,HRQOL,7.3,MD,Maryland,5.3,Obesity,3168,2005
Gender,Female,9.1,Percentage,%,HRQOL,10,MA,Massachusetts,8.1,Obesity,5130,2005
Gender,Male,7.4,Percentage,%,HRQOL,8.5,MA,Massachusetts,6.3,Obesity,3236,2005
Gender,Female,10.1,Percentage,%,HRQOL,10.9,MI,Michigan,9.3,Obesity,7144,2005
Gender,Male,8.3,Percentage,%,HRQOL,9.2,MI,Michigan,7.4,Obesity,4400,2005
Gender,Female,7.1,Percentage,%,HRQOL,8.2,MN,Minnesota,5.9,Obesity,1617,2005
Gender,Male,6.4,Percentage,%,HRQOL,7.7,MN,Minnesota,5.2,Obesity,1104,2005
Gender,Female,11.4,Percentage,%,HRQOL,12.7,MS,Mississippi,10.1,Obesity,2781,2005
Gender,Male,11.1,Percentage,%,HRQOL,12.8,MS,Mississippi,9.3,Obesity,1406,2005
Gender,Female,11.9,Percentage,%,HRQOL,13.6,MO,Missouri,10.3,Obesity,3025,2005
Gender,Male,8.1,Percentage,%,HRQOL,9.5,MO,Missouri,6.7,Obesity,1935,2005
Gender,Female,9.3,Percentage,%,HRQOL,10.5,MT,Montana,8.1,Obesity,2815,2005
Gender,Male,7.1,Percentage,%,HRQOL,8.3,MT,Montana,5.9,Obesity,1910,2005
Gender,Female,9.3,Percentage,%,HRQOL,9.6,US,Nationwide,9.1,Obesity,203739,2005
Gender,Male,7.7,Percentage,%,HRQOL,8,US,Nationwide,7.4,Obesity,127778,2005
Gender,Female,7.7,Percentage,%,HRQOL,8.5,NE,Nebraska,6.8,Obesity,4762,2005
Gender,Male,6.9,Percentage,%,HRQOL,7.9,NE,Nebraska,5.9,Obesity,3139,2005
Gender,Female,11.3,Percentage,%,HRQOL,13.9,NV,Nevada,8.6,Obesity,1497,2005
Gender,Male,6.5,Percentage,%,HRQOL,7.9,NV,Nevada,5.1,Obesity,1409,2005
Gender,Female,9.1,Percentage,%,HRQOL,10.1,NH,New Hampshire,8,Obesity,3374,2005
Gender,Male,6.7,Percentage,%,HRQOL,7.7,NH,New Hampshire,5.7,Obesity,2345,2005
Gender,Female,8.9,Percentage,%,HRQOL,9.7,NJ,New Jersey,8.1,Obesity,7773,2005
Gender,Male,7.4,Percentage,%,HRQOL,8.3,NJ,New Jersey,6.6,Obesity,5031,2005
Gender,Female,10.2,Percentage,%,HRQOL,11.4,NM,New Mexico,9,Obesity,3301,2005
Gender,Male,9.2,Percentage,%,HRQOL,10.5,NM,New Mexico,7.8,Obesity,2069,2005
Gender,Female,8.5,Percentage,%,HRQOL,9.4,NY,New York,7.7,Obesity,4492,2005
Gender,Male,7.3,Percentage,%,HRQOL,8.4,NY,New York,6.2,Obesity,2758,2005
Gender,Female,9.5,Percentage,%,HRQOL,10.1,NC,North Carolina,8.8,Obesity,10582,2005
Gender,Male,7.2,Percentage,%,HRQOL,7.9,NC,North Carolina,6.5,Obesity,5980,2005
Gender,Female,6.8,Percentage,%,HRQOL,7.8,ND,North Dakota,5.8,Obesity,2243,2005
Gender,Male,5.5,Percentage,%,HRQOL,6.5,ND,North Dakota,4.4,Obesity,1563,2005
Gender,Female,9.4,Percentage,%,HRQOL,10.6,OH,Ohio,8.2,Obesity,4208,2005
Gender,Male,8.2,Percentage,%,HRQOL,9.5,OH,Ohio,6.8,Obesity,2477,2005
Gender,Female,11.3,Percentage,%,HRQOL,12.3,OK,Oklahoma,10.2,Obesity,8162,2005
Gender,Male,9.4,Percentage,%,HRQOL,10.6,OK,Oklahoma,8.2,Obesity,4837,2005
Gender,Female,10.1,Percentage,%,HRQOL,10.9,OR,Oregon,9.4,Obesity,7002,2005
Gender,Male,8.6,Percentage,%,HRQOL,9.4,OR,Oregon,7.7,Obesity,4429,2005
Gender,Female,9.6,Percentage,%,HRQOL,10.5,PA,Pennsylvania,8.7,Obesity,7866,2005
Gender,Male,7.8,Percentage,%,HRQOL,8.8,PA,Pennsylvania,6.8,Obesity,4680,2005
Gender,Female,8.5,Percentage,%,HRQOL,9.8,RI,Rhode Island,7.2,Obesity,2340,2005
Gender,Male,8.1,Percentage,%,HRQOL,9.8,RI,Rhode Island,6.4,Obesity,1406,2005
Gender,Female,9.6,Percentage,%,HRQOL,10.5,SC,South Carolina,8.7,Obesity,4706,2005
Gender,Male,8.7,Percentage,%,HRQOL,9.7,SC,South Carolina,7.6,Obesity,3144,2005
Gender,Female,7.3,Percentage,%,HRQOL,8.2,SD,South Dakota,6.5,Obesity,3966,2005
Gender,Male,6.3,Percentage,%,HRQOL,7.1,SD,South Dakota,5.4,Obesity,2789,2005
Gender,Female,11.6,Percentage,%,HRQOL,12.9,TN,Tennessee,10.2,Obesity,2841,2005
Gender,Male,8.5,Percentage,%,HRQOL,10,TN,Tennessee,7.1,Obesity,1685,2005
Gender,Female,9,Percentage,%,HRQOL,10,TX,Texas,7.9,Obesity,3844,2005
Gender,Male,6.8,Percentage,%,HRQOL,7.7,TX,Texas,5.8,Obesity,2323,2005
Gender,Female,8.9,Percentage,%,HRQOL,10.1,UT,Utah,7.8,Obesity,2906,2005
Gender,Male,6.4,Percentage,%,HRQOL,7.5,UT,Utah,5.4,Obesity,2049,2005
Gender,Female,8.1,Percentage,%,HRQOL,9,VT,Vermont,7.2,Obesity,3770,2005
Gender,Male,7.7,Percentage,%,HRQOL,9.1,VT,Vermont,6.4,Obesity,2595,2005
Gender,Female,8.3,Percentage,%,HRQOL,9.5,VA,Virginia,7,Obesity,3058,2005
Gender,Male,7.1,Percentage,%,HRQOL,8.5,VA,Virginia,5.8,Obesity,2009,2005
Gender,Female,9.4,Percentage,%,HRQOL,9.9,WA,Washington,8.8,Obesity,13560,2005
Gender,Male,7.8,Percentage,%,HRQOL,8.4,WA,Washington,7.1,Obesity,8680,2005
Gender,Female,12.5,Percentage,%,HRQOL,14,WV,West Virginia,11.1,Obesity,2096,2005
Gender,Male,13.9,Percentage,%,HRQOL,15.9,WV,West Virginia,12,Obesity,1307,2005
Gender,Female,7.9,Percentage,%,HRQOL,9,WI,Wisconsin,6.8,Obesity,2767,2005
Gender,Male,6.2,Percentage,%,HRQOL,7.2,WI,Wisconsin,5.1,Obesity,1923,2005
Gender,Female,8.5,Percentage,%,HRQOL,9.5,WY,Wyoming,7.5,Obesity,2854,2005
Gender,Male,7.9,Percentage,%,HRQOL,9.2,WY,Wyoming,6.7,Obesity,1911,2005
Gender,Female,11.5,Percentage,%,HRQOL,12.9,AL,Alabama,10.1,Obesity,2244,2004
Gender,Male,10.9,Percentage,%,HRQOL,12.7,AL,Alabama,9.1,Obesity,1181,2004
Gender,Female,9.5,Percentage,%,HRQOL,11.7,AK,Alaska,7.4,Obesity,1283,2004
Gender,Male,7,Percentage,%,HRQOL,8.8,AK,Alaska,5.2,Obesity,1132,2004
Gender,Female,8.8,Percentage,%,HRQOL,10.5,AZ,Arizona,7.2,Obesity,2812,2004
Gender,Male,7.2,Percentage,%,HRQOL,8.6,AZ,Arizona,5.8,Obesity,1680,2004
Gender,Female,10.4,Percentage,%,HRQOL,11.6,AR,Arkansas,9.1,Obesity,2377,2004
Gender,Male,9,Percentage,%,HRQOL,10.4,AR,Arkansas,7.6,Obesity,1437,2004
Gender,Female,10.1,Percentage,%,HRQOL,11.3,CA,California,8.9,Obesity,2641,2004
Gender,Male,7.7,Percentage,%,HRQOL,9.1,CA,California,6.3,Obesity,1778,2004
Gender,Female,7.8,Percentage,%,HRQOL,8.8,CO,Colorado,6.8,Obesity,3368,2004
Gender,Male,6.9,Percentage,%,HRQOL,8.2,CO,Colorado,5.5,Obesity,2352,2004
Gender,Female,7.9,Percentage,%,HRQOL,8.9,CT,Connecticut,6.9,Obesity,3512,2004
Gender,Male,6.6,Percentage,%,HRQOL,7.7,CT,Connecticut,5.5,Obesity,2231,2004
Gender,Female,8.5,Percentage,%,HRQOL,9.8,DE,Delaware,7.2,Obesity,2415,2004
Gender,Male,8.7,Percentage,%,HRQOL,10.8,DE,Delaware,6.7,Obesity,1515,2004
Gender,Female,7.4,Percentage,%,HRQOL,8.8,DC,District of Columbia,6,Obesity,1696,2004
Gender,Male,7.1,Percentage,%,HRQOL,9,DC,District of Columbia,5.3,Obesity,1087,2004
Gender,Female,9,Percentage,%,HRQOL,10.1,FL,Florida,7.9,Obesity,4189,2004
Gender,Male,7.5,Percentage,%,HRQOL,8.7,FL,Florida,6.3,Obesity,2564,2004
Gender,Female,9,Percentage,%,HRQOL,10.3,GA,Georgia,7.8,Obesity,2940,2004
Gender,Male,8.3,Percentage,%,HRQOL,10.1,GA,Georgia,6.6,Obesity,1808,2004
Gender,Female,2,Percentage,%,HRQOL,2,HI,Hawaii,2,Obesity,,2004
Gender,Male,2,Percentage,%,HRQOL,2,HI,Hawaii,2,Obesity,,2004
Gender,Female,9.4,Percentage,%,HRQOL,10.6,ID,Idaho,8.3,Obesity,2964,2004
Gender,Male,6.9,Percentage,%,HRQOL,8,ID,Idaho,5.8,Obesity,2046,2004
Gender,Female,8.9,Percentage,%,HRQOL,10.1,IL,Illinois,7.7,Obesity,2435,2004
Gender,Male,6.2,Percentage,%,HRQOL,7.3,IL,Illinois,5.1,Obesity,1524,2004
Gender,Female,9.7,Percentage,%,HRQOL,10.6,IN,Indiana,8.7,Obesity,3747,2004
Gender,Male,7.7,Percentage,%,HRQOL,8.8,IN,Indiana,6.6,Obesity,2403,2004
Gender,Female,7.2,Percentage,%,HRQOL,8.1,IA,Iowa,6.3,Obesity,3010,2004
Gender,Male,6.2,Percentage,%,HRQOL,7.2,IA,Iowa,5.1,Obesity,1870,2004
Gender,Female,7.4,Percentage,%,HRQOL,8.1,KS,Kansas,6.7,Obesity,5112,2004
Gender,Male,6.5,Percentage,%,HRQOL,7.3,KS,Kansas,5.7,Obesity,3318,2004
Gender,Female,12,Percentage,%,HRQOL,13.1,KY,Kentucky,10.8,Obesity,4106,2004
Gender,Male,14,Percentage,%,HRQOL,16,KY,Kentucky,12,Obesity,2113,2004
Gender,Female,9,Percentage,%,HRQOL,9.8,LA,Louisiana,8.2,Obesity,5531,2004
Gender,Male,8.9,Percentage,%,HRQOL,10,LA,Louisiana,7.8,Obesity,3036,2004
Gender,Female,9.2,Percentage,%,HRQOL,10.5,ME,Maine,7.9,Obesity,2020,2004
Gender,Male,10,Percentage,%,HRQOL,11.8,ME,Maine,8.2,Obesity,1357,2004
Gender,Female,9.2,Percentage,%,HRQOL,10.5,MD,Maryland,7.8,Obesity,2605,2004
Gender,Male,6.6,Percentage,%,HRQOL,7.9,MD,Maryland,5.2,Obesity,1633,2004
Gender,Female,8,Percentage,%,HRQOL,8.9,MA,Massachusetts,7,Obesity,4703,2004
Gender,Male,7.4,Percentage,%,HRQOL,8.5,MA,Massachusetts,6.2,Obesity,3073,2004
Gender,Female,9.7,Percentage,%,HRQOL,10.9,MI,Michigan,8.5,Obesity,2892,2004
Gender,Male,7.4,Percentage,%,HRQOL,8.7,MI,Michigan,6.2,Obesity,1858,2004
Gender,Female,8.3,Percentage,%,HRQOL,9.4,MN,Minnesota,7.2,Obesity,2476,2004
Gender,Male,7.3,Percentage,%,HRQOL,8.4,MN,Minnesota,6.1,Obesity,1745,2004
Gender,Female,11.6,Percentage,%,HRQOL,12.8,MS,Mississippi,10.4,Obesity,3218,2004
Gender,Male,9.9,Percentage,%,HRQOL,11.4,MS,Mississippi,8.5,Obesity,1712,2004
Gender,Female,10,Percentage,%,HRQOL,11.3,MO,Missouri,8.6,Obesity,2846,2004
Gender,Male,8.6,Percentage,%,HRQOL,9.9,MO,Missouri,7.2,Obesity,1909,2004
Gender,Female,8.1,Percentage,%,HRQOL,9.2,MT,Montana,7.1,Obesity,2860,2004
Gender,Male,7.6,Percentage,%,HRQOL,8.8,MT,Montana,6.4,Obesity,1965,2004
Gender,Female,9.4,Percentage,%,HRQOL,9.7,US,Nationwide,9.1,Obesity,172253,2004
Gender,Male,7.8,Percentage,%,HRQOL,8.1,US,Nationwide,7.5,Obesity,110127,2004
Gender,Female,7.4,Percentage,%,HRQOL,8.2,NE,Nebraska,6.6,Obesity,5128,2004
Gender,Male,6.6,Percentage,%,HRQOL,7.8,NE,Nebraska,5.5,Obesity,3316,2004
Gender,Female,9.5,Percentage,%,HRQOL,11.6,NV,Nevada,7.5,Obesity,1367,2004
Gender,Male,7,Percentage,%,HRQOL,8.8,NV,Nevada,5.2,Obesity,1282,2004
Gender,Female,8.2,Percentage,%,HRQOL,9.2,NH,New Hampshire,7.2,Obesity,2829,2004
Gender,Male,9.1,Percentage,%,HRQOL,10.5,NH,New Hampshire,7.7,Obesity,2016,2004
Gender,Female,9.4,Percentage,%,HRQOL,10.2,NJ,New Jersey,8.6,Obesity,6812,2004
Gender,Male,7.9,Percentage,%,HRQOL,8.9,NJ,New Jersey,7,Obesity,4509,2004
Gender,Female,10.2,Percentage,%,HRQOL,11.3,NM,New Mexico,9.1,Obesity,3777,2004
Gender,Male,9.4,Percentage,%,HRQOL,10.7,NM,New Mexico,8.1,Obesity,2421,2004
Gender,Female,8.6,Percentage,%,HRQOL,9.6,NY,New York,7.5,Obesity,3432,2004
Gender,Male,9.4,Percentage,%,HRQOL,10.9,NY,New York,8,Obesity,2102,2004
Gender,Female,10.3,Percentage,%,HRQOL,11,NC,North Carolina,9.6,Obesity,9024,2004
Gender,Male,7.7,Percentage,%,HRQOL,8.4,NC,North Carolina,6.9,Obesity,5345,2004
Gender,Female,6,Percentage,%,HRQOL,7.1,ND,North Dakota,5,Obesity,1657,2004
Gender,Male,5.6,Percentage,%,HRQOL,6.7,ND,North Dakota,4.4,Obesity,1254,2004
Gender,Female,10,Percentage,%,HRQOL,11.7,OH,Ohio,8.3,Obesity,4379,2004
Gender,Male,7.3,Percentage,%,HRQOL,9.5,OH,Ohio,5.2,Obesity,2512,2004
Gender,Female,11.6,Percentage,%,HRQOL,12.7,OK,Oklahoma,10.5,Obesity,4064,2004
Gender,Male,9,Percentage,%,HRQOL,10.1,OK,Oklahoma,8,Obesity,2503,2004
Gender,Female,10.1,Percentage,%,HRQOL,11.2,OR,Oregon,9,Obesity,2956,2004
Gender,Male,9.1,Percentage,%,HRQOL,10.4,OR,Oregon,7.8,Obesity,1899,2004
Gender,Female,10.3,Percentage,%,HRQOL,11.5,PA,Pennsylvania,9.2,Obesity,3555,2004
Gender,Male,7.3,Percentage,%,HRQOL,8.4,PA,Pennsylvania,6.2,Obesity,2217,2004
Gender,Female,8.8,Percentage,%,HRQOL,10,RI,Rhode Island,7.6,Obesity,2344,2004
Gender,Male,8.7,Percentage,%,HRQOL,10.1,RI,Rhode Island,7.2,Obesity,1464,2004
Gender,Female,10.2,Percentage,%,HRQOL,11.2,SC,South Carolina,9.1,Obesity,4081,2004
Gender,Male,9.8,Percentage,%,HRQOL,11.1,SC,South Carolina,8.5,Obesity,2570,2004
Gender,Female,7.2,Percentage,%,HRQOL,8.1,SD,South Dakota,6.2,Obesity,3523,2004
Gender,Male,6.6,Percentage,%,HRQOL,7.6,SD,South Dakota,5.7,Obesity,2481,2004
Gender,Female,10.7,Percentage,%,HRQOL,12.1,TN,Tennessee,9.3,Obesity,2315,2004
Gender,Male,7.8,Percentage,%,HRQOL,9.4,TN,Tennessee,6.1,Obesity,1259,2004
Gender,Female,9.6,Percentage,%,HRQOL,10.6,TX,Texas,8.6,Obesity,3694,2004
Gender,Male,6.9,Percentage,%,HRQOL,8,TX,Texas,5.8,Obesity,2259,2004
Gender,Female,7.9,Percentage,%,HRQOL,9,UT,Utah,6.8,Obesity,2712,2004
Gender,Male,5.4,Percentage,%,HRQOL,6.3,UT,Utah,4.5,Obesity,2215,2004
Gender,Female,8.1,Percentage,%,HRQOL,9,VT,Vermont,7.3,Obesity,3807,2004
Gender,Male,7.1,Percentage,%,HRQOL,8,VT,Vermont,6.1,Obesity,2613,2004
Gender,Female,8.7,Percentage,%,HRQOL,10,VA,Virginia,7.5,Obesity,3075,2004
Gender,Male,7.7,Percentage,%,HRQOL,9,VA,Virginia,6.4,Obesity,2109,2004
Gender,Female,9,Percentage,%,HRQOL,9.6,WA,Washington,8.3,Obesity,10793,2004
Gender,Male,7.6,Percentage,%,HRQOL,8.3,WA,Washington,6.9,Obesity,6789,2004
Gender,Female,12.5,Percentage,%,HRQOL,13.9,WV,West Virginia,11,Obesity,2025,2004
Gender,Male,12.7,Percentage,%,HRQOL,14.6,WV,West Virginia,10.8,Obesity,1267,2004
Gender,Female,7.3,Percentage,%,HRQOL,8.3,WI,Wisconsin,6.2,Obesity,2600,2004
Gender,Male,5.6,Percentage,%,HRQOL,6.6,WI,Wisconsin,4.6,Obesity,1722,2004
Gender,Female,8.4,Percentage,%,HRQOL,9.5,WY,Wyoming,7.2,Obesity,2302,2004
Gender,Male,6.5,Percentage,%,HRQOL,7.6,WY,Wyoming,5.4,Obesity,1676,2004
Gender,Female,12.2,Percentage,%,HRQOL,13.7,AL,Alabama,10.7,Obesity,2057,2003
Gender,Male,10.3,Percentage,%,HRQOL,12.1,AL,Alabama,8.5,Obesity,1139,2003
Gender,Female,7.8,Percentage,%,HRQOL,9.6,AK,Alaska,5.9,Obesity,1376,2003
